observation_id,common_name,scientific_name,family,genus,observed_length_(m),observed_weight_(kg),age_class,sex,date_of_observation,country/region,habitat_type,conservation_status,observer_name,notes
144,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,3.11,179.1,subadult,male,12-02-2005,iran (historic),rivers,vulnerable,jennifer miranda,drive attack order land public the each.
145,central african slender-snouted crocodile,mecistops leptorhynchus,crocodylidae,mecistops,2.36,87.9,adult,unknown,27-07-2021,congo basin countries,forest rivers,endangered,jeffrey fernandez,cell year doctor trouble office.
146,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,3.68,273.7,adult,female,31-08-2024,indonesia (borneo),rivers,data deficient,patricia cardenas,few century produce determine feel article we they treatment.
147,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,2.42,78.6,adult,female,29-04-2009,mexico,rivers,least concern,jessica simpson,walk provide skill five indicate chance heavy senior.
148,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,3.41,220.3,adult,male,08-12-2008,ghana,swamps,critically endangered,samuel turner,south trip none whose newspaper care drug data position.
149,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.47,21.3,adult,male,07-11-2010,côte d'ivoire,forest swamps,vulnerable,sarah davis,appear help painting always authority source onto provide describe decade.
150,siamese crocodile,crocodylus siamensis,crocodylidae,crocodylus,2.45,121.0,subadult,unknown,08-04-2022,laos,oxbow lakes,critically endangered,elizabeth stout,view while bring yourself look drug.
151,freshwater crocodile (johnstone's),crocodylus johnstoni,crocodylidae,crocodylus,2.17,60.6,adult,female,27-12-2021,australia,freshwater rivers,least concern,christine herman,focus executive letter possible final growth third letter sort.
152,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.53,20.3,adult,unknown,15-07-2009,ghana,forest swamps,vulnerable,pamela flores,have including none determine certainly end.
153,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,0.88,32.3,juvenile,unknown,18-04-2006,indonesia (papua),rivers,least concern,lauren butler,cultural discover now early nearly want front.
154,nile crocodile,crocodylus niloticus,crocodylidae,crocodylus,3.13,362.6,subadult,male,11-12-2025,south africa,rivers,least concern,katherine cummings,leave run goal cause national contain threat wrong whatever model stuff avoid.
155,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,3.27,177.7,subadult,female,05-06-2013,indonesia (borneo),rivers,data deficient,amber smith,successful discuss religious across media health pay project.
156,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,0.16,28.2,hatchling,unknown,16-02-2021,guatemala,rivers,least concern,karen freeman,mother in admit reveal movie expert maybe recently.
157,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,3.04,171.9,adult,male,26-05-2010,mauritania,rivers,least concern,todd white,modern drive people education great.
158,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,6.02,1032.7,adult,male,22-02-2008,philippines,tidal rivers,least concern,angela chung,north wrong difficult range summer president teach service behavior here.
159,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.21,76.1,subadult,unknown,24-09-2024,papua new guinea,rivers,least concern,amy smith,bar suddenly population former with wind thus try discover.
160,congo dwarf crocodile,osteolaemus osborni,crocodylidae,osteolaemus,0.6,6.9,juvenile,female,29-05-2010,congo (drc),slow streams,data deficient,melissa knight,another avoid understand tonight nor allow up.
161,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,2.64,149.5,adult,male,05-01-2017,nigeria,shaded forest rivers,critically endangered,tyrone matthews,up federal nor note support quality.
162,siamese crocodile,crocodylus siamensis,crocodylidae,crocodylus,0.94,39.1,juvenile,female,22-05-2025,cambodia,slow rivers,critically endangered,janet singh,may window approach join stuff future.
163,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,2.22,74.6,subadult,unknown,22-01-2013,belize,rivers,least concern,tina sanders,ahead event yeah make green wait it quickly produce beat peace.
164,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,0.96,10.8,subadult,unknown,10-04-2008,guinea,small streams,vulnerable,michelle miller,here six child hope guess before wall know seven bill beautiful.
165,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,3.1,146.8,adult,unknown,28-07-2012,malaysia (borneo),estuarine systems,data deficient,justin hunt,ago government behavior our foot history factor hold be.
166,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,2.75,143.8,adult,unknown,25-05-2019,guinea,shaded forest rivers,critically endangered,susan spence,minute rate college especially environmental certainly cold every feel.
167,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,5.48,878.6,adult,unknown,22-06-2025,papua new guinea,coastal wetlands,least concern,heather raymond,many pattern leader career according how success here.
168,nile crocodile,crocodylus niloticus,crocodylidae,crocodylus,3.85,479.0,subadult,female,31-01-2023,uganda,rivers,least concern,jessica jordan,carry fly water cut fire who why fact reason.
169,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.13,12.3,subadult,unknown,16-06-2010,cameroon,forest swamps,vulnerable,kenneth sanchez md,half usually customer young conference should agree road wall decide something.
170,american crocodile,crocodylus acutus,crocodylidae,crocodylus,0.36,70.2,hatchling,female,20-06-2019,costa rica,coastal lagoons,vulnerable,andrea abbott,pull cause field education child institution help last our old move type thank industry already.
171,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,4.21,517.3,adult,unknown,05-10-2025,indonesia,estuaries,least concern,meredith burnett,point be shoulder price great positive and worker quality hundred.
172,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.31,88.7,adult,female,23-08-2008,papua new guinea,rivers,least concern,tracie jordan,better develop section newspaper reach determine hear.
173,congo dwarf crocodile,osteolaemus osborni,crocodylidae,osteolaemus,1.49,26.9,adult,female,16-03-2006,congo (drc),slow streams,data deficient,michael vaughn,general agency bit indeed which break wait.
174,american crocodile,crocodylus acutus,crocodylidae,crocodylus,3.75,259.1,subadult,unknown,21-02-2018,usa (florida),brackish rivers,vulnerable,eric gibson,miss give best reveal laugh attack.
175,freshwater crocodile (johnstone's),crocodylus johnstoni,crocodylidae,crocodylus,2.85,122.1,adult,unknown,27-09-2013,australia,billabongs,least concern,michael johnson,possible quality clearly worker during company civil.
176,american crocodile,crocodylus acutus,crocodylidae,crocodylus,1.69,90.7,juvenile,female,27-04-2007,mexico,coastal lagoons,vulnerable,tina hall,picture control price how scene third last involve above democrat everything region.
177,congo dwarf crocodile,osteolaemus osborni,crocodylidae,osteolaemus,1.04,13.6,subadult,male,30-10-2017,congo (drc),slow streams,data deficient,laura lloyd,cost for leader energy television month police others particularly only.
178,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.75,114.5,subadult,male,03-03-2021,cuba,freshwater wetlands,critically endangered,ryan williamson,try opportunity public finish draw bring health center home others offer institution.
179,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,2.79,123.4,subadult,unknown,21-01-2008,belize,rivers,least concern,mr. thomas arias,never majority cell fire late approach grow.
180,central african slender-snouted crocodile,mecistops leptorhynchus,crocodylidae,mecistops,1.12,41.7,juvenile,female,10-03-2013,cameroon,forest rivers,endangered,chad ochoa,measure manager range indeed style major bar air set factor ever mrs collection leader score she near both.
181,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,3.7,328.6,adult,female,05-02-2020,colombia,large rivers,critically endangered,reginald morrow,my series service kid despite interesting save president easy themselves.
182,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,2.98,153.5,adult,unknown,28-12-2013,iran (historic),marshes,vulnerable,dennis atkins,keep yes simply down specific onto go represent plan.
183,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,5.32,868.3,adult,female,24-09-2008,malaysia,estuaries,least concern,charles clark,south now mother others collection without fall of weight method.
184,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.1,70.3,adult,female,23-05-2013,indonesia (papua),swamps,least concern,robin taylor,try yeah term camera tend economic represent stock seven put majority officer environmental increase later.
185,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.01,64.3,juvenile,female,11-09-2012,cuba,freshwater wetlands,critically endangered,sheryl davis,seek reason theory lawyer maintain old than suggest behavior will play recently sure somebody huge why station.
186,central african slender-snouted crocodile,mecistops leptorhynchus,crocodylidae,mecistops,0.5,26.4,hatchling,female,15-07-2019,cameroon,forest rivers,endangered,frank campbell md,not magazine gas radio any between.
187,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.03,11.3,subadult,female,15-11-2013,guinea,forest swamps,vulnerable,julia martinez,kid a when dark read car practice city usually ever.
188,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,0.87,36.9,juvenile,male,16-03-2013,malaysia (borneo),rivers,data deficient,danielle watson,appear personal rise sense investment before believe degree back order.
189,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,2.18,75.2,adult,unknown,25-07-2007,belize,rivers,least concern,jill smith,stage write institution car audience him room bill finish thing case similar send.
190,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,1.13,101.7,juvenile,male,17-05-2013,venezuela,flooded savannas,critically endangered,willie thomas,none particular clearly goal defense security turn pattern kind describe to cause but role goal.
191,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.74,133.6,adult,male,12-06-2017,cuba,swamps,critically endangered,richard wright,easy over return expect wait agree suggest.
192,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.13,75.2,subadult,unknown,03-05-2016,cuba,swamps,critically endangered,christine lawson,security far approach today west manager both matter order month.
193,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,0.76,29.5,juvenile,female,09-10-2008,malaysia (borneo),estuarine systems,data deficient,victoria peck,hit stuff inside national common likely would authority onto add.
194,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.0,10.0,adult,male,17-01-2022,cameroon,small streams,vulnerable,thomas fry,media pick may indeed reduce bar mr pattern everyone finally memory data space movie hospital.
195,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,2.15,70.3,subadult,male,25-05-2022,philippines,freshwater marshes,critically endangered,sandra becker,financial join well draw each under break.
196,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,2.54,103.5,subadult,female,16-10-2020,malaysia (borneo),estuarine systems,data deficient,amy wade,budget remain reduce clearly well mission situation result.
197,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,0.99,11.7,adult,male,25-09-2020,sierra leone,forest swamps,vulnerable,cameron norman,run brother tonight friend investment model enjoy.
198,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.36,83.0,subadult,unknown,28-10-2022,papua new guinea,swamps,least concern,lori crawford,growth matter note happy effort bill off reveal direction meeting analysis television each line him change use.
